customer_id,customer_name,email,registration_date,customer_type,email_valid
C0369,Nakul Kumer,christopher79@example.org,2023-12-13,PREMIUM,True
C0370,Advik Konda,kariyashodhara@example.org,2023-09-16,VIP,True
C0371,Balendra Saini,ypatla@example.org,2024-06-19,REGULAR,True
C0372,Kashish Dar,yuvraj65@example.com,2025-08-24,PREMIUM,True
C0373,Nandini Biswas,golaudant@example.net,2025-06-28,REGULAR,True
C0374,Abhiram Pillay,deepa51@example.net,2024-05-13,VIP,True
C0375,Wakeeta Hayre,daksha93@example.com,2025-11-02,PREMIUM,True
C0376,Viraj Pal,matthewahuja@example.com,2026-03-20,REGULAR,True
C0377,Damyanti Chawla,nayakaarav@example.net,2024-05-20,VIP,True
C0378,Ati Chander,oniswamy@example.org,2023-09-13,VIP,True
C0379,Tara Chad,zinalsachar@example.net,2025-12-25,PREMIUM,True
C0380,Falan Bhatia,tiwarikiaan@example.net,2025-05-12,REGULAR,True
C0381,Maya Narain,warjasmanne@example.com,2024-11-12,PREMIUM,True
C0382,Laban Chopra,omagar@example.org,2024-03-04,PREMIUM,True
C0383,Niharika Dara,galashivani@example.com,2025-10-16,REGULAR,True
C0384,Jagdish Chana,sarthak74@example.com,2024-03-07,PREMIUM,True
C0385,Yuvraj Parekh,banjeet35@example.org,2025-03-13,REGULAR,True
C0386,Nidhi Sethi,mistryabha@example.org,2025-11-16,REGULAR,True
C0387,Jairaj Arora,girindrashere@example.org,2023-10-10,VIP,True
C0388,Frado Lad,kalpithora@example.com,2023-10-31,REGULAR,True
C0389,Kabir Chanda,bhattacharyyarudra@example.net,2024-12-03,PREMIUM,True
C0390,Rachita Rana,basaktriya@example.org,2025-08-15,REGULAR,True
C0391,Tanish Grover,rajapooja@example.org,2024-09-06,PREMIUM,True
C0392,Chakrika Tara,sanaya20@example.net,2025-04-07,VIP,True
C0393,Laksh Saini,fbhat@example.com,2024-05-11,VIP,True
C0394,Varsha Sundaram,anirudhraja@example.net,2024-12-22,PREMIUM,True
C0395,Theodore Balan,lipika42@example.org,2024-09-15,VIP,True
C0396,Nathaniel Chaudhry,sodhiishita@example.net,2024-07-26,PREMIUM,True
C0397,Theodore Rama,amairawalla@example.net,2025-01-08,REGULAR,True
C0398,Jagrati Bala,patrickkhalsa@example.net,2026-07-03,VIP,True
C0399,Parth Swaminathan,lucky93@example.com,2023-09-03,REGULAR,True
C0400,Anmol Vyas,bhallaviraj@example.net,2025-07-18,PREMIUM,True
C0401,Peter Naik,narulasaksham@example.org,2023-10-07,REGULAR,True
C0402,Elijah Prakash,divanlucky@example.org,2026-07-05,VIP,True
C0403,Laban Dugar,vchaudhuri@example.com,2025-05-15,REGULAR,True
C0404,Udant Gill,lnadig@example.net,2025-02-13,VIP,True
C0405,Mahika Bali,chaitaly22@example.net,2024-04-14,PREMIUM,True
C0406,Garima Brahmbhatt,timothy91@example.com,2024-07-10,PREMIUM,True
C0407,Sanya Apte,ekaja21@example.net,2024-08-21,VIP,True
C0408,Hritik Agarwal,zaidbir@example.com,2023-09-19,REGULAR,True
C0409,Odika Tailor,usarma@example.com,2025-02-14,PREMIUM,True
C0410,Nicholas Seth,keya17@example.net,2023-10-29,VIP,True
C0411,Henry Borah,menonanmol@example.com,2024-12-18,REGULAR,True
C0412,Girik Nigam,keyadyal@example.net,2026-01-14,VIP,True
C0413,Radha Dugar,bbalasubramanian@example.net,2023-09-28,REGULAR,True
C0414,Alka Manda,narulasamesh@example.org,2024-10-10,REGULAR,True
C0415,Mitesh Bhagat,gopalbawa@example.com,2025-01-17,REGULAR,True
C0416,Ryan Chatterjee,sanegagan@example.com,2023-08-15,VIP,True
C0417,Jack Morar,onkarmanne@example.org,2025-03-15,VIP,True
C0418,Lila Goyal,qsuresh@example.com,2025-02-02,PREMIUM,True
C0419,Adya Sarraf,lpingle@example.com,2025-06-28,VIP,True
C0420,Gunbir Chada,upkaar49@example.org,2026-05-09,PREMIUM,True
C0421,Lila Virk,odika93@example.net,2025-04-17,VIP,True
C0422,Megha Banerjee,ekeer@example.com,2025-08-24,PREMIUM,True
C0423,Siddharth Hans,jaisen@example.org,2024-01-19,REGULAR,True
C0424,Saksham Divan,sampathfarhan@example.net,2026-01-16,VIP,True
C0425,Eshana Majumdar,ekaja11@example.com,2025-09-21,PREMIUM,True
C0426,Isaiah Sachdeva,yarora@example.net,2024-02-24,REGULAR,True
C0427,Bhavika Wason,harishcherian@example.net,2024-12-22,VIP,True
C0428,Urvashi Barad,ylalla@example.net,2024-03-30,REGULAR,True
C0429,Balvan Randhawa,neha29@example.net,2024-12-02,VIP,True
C0430,Anmol Nazareth,chandransoman@example.com,2024-10-19,VIP,True
C0431,Charita Savant,avni71@example.org,2024-11-16,REGULAR,True
C0432,Siddharth Ray,omaja91@example.org,2025-07-28,VIP,True
C0433,Yashawini Raval,daksh82@example.org,2024-02-02,PREMIUM,True
C0434,Zaid Bali,ghosereyansh@example.org,2025-06-15,VIP,True
C0435,Ucchal Tiwari,patelrushil@example.com,2025-03-14,PREMIUM,True
C0436,Sanaya Goel,balasubramanianwyatt@example.com,2025-07-13,PREMIUM,True
C0437,Bhavani Bala,hemangini24@example.net,2025-02-26,PREMIUM,True
C0438,Samuel Luthra,gabatanish@example.org,2026-04-14,REGULAR,True
C0439,Urvi Deo,bvarghese@example.net,2026-04-07,PREMIUM,True
C0440,Anvi Sampath,abhiramkapur@example.com,2025-02-10,PREMIUM,True
C0441,Mekhala Chaudry,tripti43@example.com,2023-07-18,PREMIUM,True
C0442,Gayathri Malhotra,barkha41@example.com,2026-03-28,VIP,True
C0443,Zansi Khosla,aradhana44@example.org,2023-10-03,REGULAR,True
C0444,Widisha Merchant,rnagarajan@example.org,2024-08-13,PREMIUM,True
C0445,Ranveer Oza,yravel@example.net,2024-06-16,PREMIUM,True
C0446,Pratyush Memon,gparmer@example.com,2023-12-05,REGULAR,True
C0447,Gautami Chakraborty,vdave@example.com,2024-06-16,VIP,True
C0448,Abha Menon,udant46@example.com,2025-06-26,REGULAR,True
C0449,Urmi Hayer,singhalchatresh@example.net,2025-08-22,PREMIUM,True
C0450,Matthew Devan,rajchanchal@example.com,2024-05-13,PREMIUM,True
C0451,Pranit Buch,nimrat97@example.org,2025-08-02,REGULAR,True
C0452,Anusha Kadakia,peter50@example.org,2024-03-24,VIP,True
C0453,Pushti Raval,vrishtichakrabarti@example.org,2025-05-03,PREMIUM,True
C0454,Kashvi Atwal,arajagopal@example.org,2024-11-18,VIP,True
C0455,Upkaar Padmanabhan,andrewagrawal@example.net,2024-11-02,REGULAR,True
C0456,Oliver Bhattacharyya,harshilrajagopal@example.net,2023-09-16,VIP,True
C0457,Radha Desai,bina78@example.net,2024-12-20,VIP,True
C0458,Netra Bahl,wparmer@example.org,2024-06-25,VIP,True
C0459,Yamini Gara,karankakar@,2024-01-14,REGULAR,False
C0460,Chanakya Chokshi,baljiwan64@example.net,2026-04-17,REGULAR,True
C0461,Lajita Dasgupta,bavajack@example.com,2025-11-03,REGULAR,True
C0462,Charvi Salvi,urvi23@example.net,2026-04-29,REGULAR,True
C0463,Omya Cheema,venkateshanamika@example.net,2025-09-08,VIP,True
C0464,Rushil Iyengar,mandalishaan@example.org,2024-08-18,VIP,True
C0465,Balveer Taneja,ishitarout@example.com,2024-05-24,PREMIUM,True
C0466,Gaurav Choudhry,pnarayanan@example.org,2025-12-14,REGULAR,True
C0467,Harrison Kunda,fdixit@example.net,2026-04-02,REGULAR,True
C0468,Chandresh Chaudhry,tanmayiminhas@example.com,2024-04-03,VIP,True
C0469,Pooja D’Alia,mannanjagvi@example.net,2023-12-01,REGULAR,True
C0470,Falguni Parmar,andralakshit@example.net,2025-05-16,PREMIUM,True
C0471,Nandini Ratta,girik55@example.org,2025-06-15,PREMIUM,True
C0472,Isaiah Deo,lekha76@example.net,2026-06-22,VIP,True
C0473,Raksha Golla,duttahemang@example.com,2026-02-10,REGULAR,True
C0474,Vasudha Sura,nparmer@example.org,2023-12-29,PREMIUM,True
C0475,Dipta Arora,csastry@example.org,2026-07-05,VIP,True
C0476,Rachita Kothari,hamsinivenkataraman@example.net,2025-07-24,PREMIUM,True
C0477,Advay Dugar,lekha28@example.net,2025-08-30,PREMIUM,True
C0478,Ekani Khosla,ktandon@example.org,2024-12-02,PREMIUM,True
C0479,Neha Keer,chandresh83@example.net,2023-11-06,VIP,True
C0480,Gaurang Tara,zsawhney@example.net,2025-05-31,PREMIUM,True
C0481,Nitara Banik,jagat70@example.org,2025-11-18,VIP,True
C0482,Tanmayi Om,chanddaksha@example.net,2025-01-21,PREMIUM,True
C0483,Januja Sethi,kapoorsuhani@example.com,2023-12-31,PREMIUM,True
C0484,Bishakha Vig,kapadiaaarnav@example.com,2025-02-06,VIP,True
C0485,Nimrat Chhabra,bathnitesh@example.com,2024-08-05,PREMIUM,True
C0486,Tanvi Halder,raghavdara@example.com,2024-12-12,VIP,True
C0487,Shravya Shankar,sachdevachakradhar@example.net,2026-04-24,VIP,True
C0488,Rachita Subramanian,wishiagrawal@example.net,2025-09-03,PREMIUM,True
C0489,Ekanta Thaman,oscardave@example.org,2025-02-23,REGULAR,True
C0490,Chaitaly Sethi,rkothari@example.com,2024-01-30,VIP,True
C0491,Teerth Iyer,nitaravala@example.com,2024-05-27,REGULAR,True
C0492,Jack Pandey,hemani22@example.net,2025-11-26,PREMIUM,True
C0493,Pahal Arya,rsahni@example.net,2025-09-26,PREMIUM,True
C0494,Daksh Iyengar,bakshilakshmiexample.org,2024-08-24,PREMIUM,False
C0495,Chakrika Jani,bhavinikrishna@example.org,2025-10-24,REGULAR,True
C0496,Lopa Khanna,parmersneha@example.org,2025-09-07,PREMIUM,True
C0497,Chatura Arya,champak66@example.com,2024-07-31,VIP,True
C0498,Ronith Hari,saanvikar@example.net,2024-10-05,REGULAR,True
C0499,Oscar Varkey,rgoel@example.org,2024-01-08,VIP,True
C0500,Kalpit Dyal,bbaria@example.com,2025-12-30,PREMIUM,True
C0501,Balveer Dube,abdul57@example.net,2024-11-19,VIP,True
C0502,Elijah Nadkarni,mitravritti@example.net,2025-09-30,PREMIUM,True
C0503,Ojasvi Yadav,qarinverma@example.org,2025-03-24,REGULAR,True
C0504,Garima Patel,pallatimothy@example.org,2024-10-05,REGULAR,True
C0505,Sanaya Khosla,vaishnaviandra@example.org,2026-03-30,PREMIUM,True
C0506,Libni Kunda,balveernagi@example.com,2025-10-23,VIP,True
C0507,Vidhi Bassi,aryan85@example.net,2024-10-09,REGULAR,True
C0508,Oliver Yogi,ekanivarkey@example.org,2025-10-12,VIP,True
C0509,Panini Chawla,bhattishivansh@example.net,2024-05-21,PREMIUM,True
C0510,Arjun Sharaf,vbora@example.net,2024-12-03,PREMIUM,True
C0511,Zayan Bobal,chahalethan@example.org,2025-12-16,REGULAR,True
C0512,Nidhi Sant,aarnareddy@example.com,2024-11-09,REGULAR,True
C0513,Dev Bath,ramachandranjagat@example.net,2026-06-29,PREMIUM,True
C0514,Charvi Chadha,parmaryadavi@example.org,2024-09-16,REGULAR,True
C0515,Urvi Dugar,zraj@example.net,2025-10-12,VIP,True
C0516,Maanas Misra,labanraman@example.net,2026-05-24,REGULAR,True
C0517,Benjamin Ahluwalia,advay88@example.org,2025-12-12,REGULAR,True
C0518,Shivansh Padmanabhan,jyogi@example.org,2024-05-30,PREMIUM,True
C0519,Timothy Krishnan,jvala@example.org,2024-05-03,REGULAR,True
C0520,Elijah Mannan,gollachatura@example.net,2026-05-15,VIP,True
C0521,Ganga Parikh,krishnaguneet@example.org,2024-01-22,PREMIUM,True
C0522,Rishi Nadkarni,harishmane@example.net,2025-07-30,PREMIUM,True
C0523,Michael Patla,nnarasimhan@example.net,2024-11-09,REGULAR,True
C0524,Timothy Sarin,aganguly@example.com,2024-09-08,PREMIUM,True
C0525,Jagrati Mody,krish57@example.com,2025-08-01,VIP,True
C0526,Ronith Lall,gillfinn@example.com,2026-03-06,REGULAR,True
C0527,Nidhi Kala,borraanirudh@example.net,2023-09-01,PREMIUM,True
C0528,Bina Desai,urmi25@example.com,2025-06-27,PREMIUM,True
C0529,William Gandhi,ranganathanjanuja@example.net,2025-09-12,PREMIUM,True
C0530,Veda Parmer,sanayadutta@example.org,2023-09-07,PREMIUM,True
C0531,Kala Kaur,vinayakata@example.org,2023-09-11,REGULAR,True
C0532,Suhani Batra,zarnapatel@example.com,2023-09-06,PREMIUM,True
C0533,Owen Puri,harshil84@example.net,2026-04-17,PREMIUM,True
C0534,Zansi Krishnamurthy,lpau@example.net,2025-02-10,VIP,True
C0535,Vidhi Subramaniam,zaitraravi@example.com,2026-01-30,VIP,True
C0536,Victor Bose,thakerliam@example.com,2025-09-13,VIP,True
C0537,Jagat Karpe,siddharth22@example.org,2025-04-11,REGULAR,True
C0538,Neel Roy,ishaan77@example.com,2023-08-10,VIP,True
C0539,Krish Vala,calebdatta@example.net,2023-09-05,REGULAR,True
C0540,Zansi Ravi,dakshganesan@example.com,2026-01-23,VIP,True
C0541,Urishilla Subramaniam,manderfrederick@example.org,2024-03-27,PREMIUM,True
C0542,Yasti Lalla,nirjadhar@example.net,2024-03-23,REGULAR,True
C0543,Kritika Rajan,sudiksha99@example.org,2024-01-28,PREMIUM,True
C0544,Mason Char,babusamaksh@example.net,2024-04-07,REGULAR,True
C0545,Girik Subramaniam,ybarad@example.net,2026-04-26,VIP,True
C0546,Kamala Bassi,aaravsankar@example.net,2026-06-24,VIP,True
C0547,Inaya Chaudhari,zkarnik@example.com,2025-04-27,REGULAR,True
C0548,Bhanumati Rege,aachalsood@example.org,2024-08-10,VIP,True
C0549,Zinal Amble,abdulamble@example.net,2025-02-08,PREMIUM,True
C0550,Mohammed Sandhu,diyarege@example.com,2026-04-14,REGULAR,True
C0551,Anya Ranganathan,advika86@example.net,2024-05-18,VIP,True
C0552,Zehaan Mohanty,lsubramanian@example.com,2025-12-20,PREMIUM,True
C0553,Sanya Edwin,mitali21@example.net,2023-12-09,PREMIUM,True
C0554,Naveen Ramachandran,yashodarattan@example.com,2026-03-20,REGULAR,True
C0555,Gaurang Bhatt,chandmaanav@example.com,2024-08-18,PREMIUM,True
C0556,Leena Rattan,kamalabuch@example.net,2026-02-14,PREMIUM,True
C0557,Saksham Vasa,dakshesh27@example.com,2024-09-23,PREMIUM,True
C0558,Omkaar Banik,bahadurjituppal@example.net,2025-01-15,PREMIUM,True
C0559,Mugdha Pandit,aadidugar@example.org,2026-05-12,PREMIUM,True
C0560,Ekapad Chana,lravi@example.org,2025-11-06,PREMIUM,True
C0561,Suhani Raval,ijaya54@example.org,2025-12-16,PREMIUM,True
C0562,Elijah Thakur,lalparth@example.com,2024-10-06,REGULAR,True
C0563,Saanvi Purohit,jackson84@example.net,2025-11-27,REGULAR,True
C0564,Triveni Bala,wkohli@example.com,2025-07-24,VIP,True
C0565,Victor Mutti,kuruvillaekansh@example.com,2025-04-07,PREMIUM,True
C0566,Yuvraj Mani,zaitra80@example.net,2023-11-28,VIP,True
C0567,Vamakshi Murthy,eoommen@example.net,2025-01-06,PREMIUM,True
C0568,Wishi Iyengar,amrutagoswamiexample.net,2024-07-05,PREMIUM,False
C0569,Zaid Parekh,alkajhaveri@example.org,2024-03-05,VIP,True
C0570,Abeer Basak,darfarhan@example.net,2025-07-25,VIP,True
C0571,Qadim Vaidya,divya79@example.com,2024-09-14,VIP,True
C0572,Chatura Vora,wkapadia@example.net,2025-04-24,REGULAR,True
C0573,Meera Ghosh,czachariah@example.net,2025-06-16,PREMIUM,True
C0574,Advik Kade,vasatriveni@example.com,2025-02-15,VIP,True
C0575,Rachit Lall,nandajanaki@example.net,2024-07-09,VIP,True
C0576,Wishi Samra,urishilla95@example.com,2024-05-29,REGULAR,True
C0577,Shravya Gole,xpradhan@example.com,2025-12-10,PREMIUM,True
C0578,Warinder Sankaran,veerchaudhry@example.net,2025-02-17,PREMIUM,True
C0579,Patrick Sama,madhavdoctor@example.com,2025-08-21,REGULAR,True
C0580,Vidhi Mital,zansiwalla@example.net,2024-07-30,REGULAR,True
C0581,Darpan Kale,raohardik@example.net,2024-08-05,PREMIUM,True
C0582,Abha Patel,cchar@example.net,2025-01-16,REGULAR,True
C0583,Rushil Yohannan,hemangini06@example.org,2024-04-03,REGULAR,True
C0584,Farhan Raj,isha58@example.com,2026-02-14,PREMIUM,True
C0585,Oviya Ravel,ubika22@example.net,2023-10-25,VIP,True
C0586,Edhitha Manne,edwinhemal@example.org,2024-08-25,VIP,True
C0587,Odika Ganesh,cmadan@example.com,2024-04-17,VIP,True
C0588,Fariq Kade,dasswahab@example.net,2024-03-22,PREMIUM,True
C0589,Chatura Bal,gchauhan@example.org,2025-03-14,PREMIUM,True
C0590,Frado Ramakrishnan,chawlaadweta@example.net,2024-10-29,PREMIUM,True
C0591,Karan Vyas,yugmander@example.com,2024-03-28,PREMIUM,True
C0592,Unni Zachariah,banerjeeishanvi@example.com,2024-09-02,PREMIUM,True
C0593,Tanmayi Saran,sdeshmukh@example.net,2025-09-27,PREMIUM,True
C0594,Riya Morar,idika78@example.org,2025-01-25,VIP,True
C0595,Aadi Virk,jlad@example.com,2024-02-03,VIP,True
C0596,Vansha Mistry,bhavini78@example.org,2023-07-21,PREMIUM,True
C0597,Kashvi Gulati,mmaster@example.org,2025-04-06,REGULAR,True
C0598,Kritika Kannan,prana@example.org,2024-08-18,PREMIUM,True
C0599,Bhavani Wali,samiwriddhish@example.net,2024-08-27,REGULAR,True
C0600,Bimala Choudhry,eguha@example.org,2026-03-22,VIP,True
C0601,Raghav Nagi,rsethi@example.net,2023-08-06,REGULAR,True
C0602,Harsh Manda,chandranwarrior@example.org,2024-08-28,REGULAR,True
C0603,Matthew Aurora,rakshaanand@example.org,2025-08-11,VIP,True
C0604,Kamya Sheth,hemasalvi@example.com,2026-06-23,VIP,True
C0605,Amaira Ramanathan,narayananfaris@example.org,2023-10-25,REGULAR,True
C0606,Advik Dara,mgolla@example.com,2024-07-27,REGULAR,True
C0607,Rushil Sharma,psavant@example.net,2023-11-29,REGULAR,True
C0608,Ekantika Dutt,urvashiramachandran@example.net,2026-03-10,VIP,True
C0609,Chanchal Issac,vermajasonexample.com,2025-01-16,REGULAR,False
C0610,Ekta Aurora,kamdarisaiah@example.org,2024-03-22,REGULAR,True
C0611,Vaishnavi Dubey,jagdish63@example.org,2025-02-02,REGULAR,True
C0612,Hamsini Bhasin,kotharinakul@example.com,2023-10-07,PREMIUM,True
C0613,Viraj Nadig,mitesh81@example.org,2025-11-20,REGULAR,True
C0614,Ishita Desai,reva30@example.net,2024-07-30,REGULAR,True
C0615,Vrishti Gupta,sundaramraksha@example.net,2025-12-03,REGULAR,True
C0616,Anvi Dyal,ijayanaik@example.net,2023-10-21,PREMIUM,True
C0617,Sudiksha Acharya,shivanimerchant@example.com,2026-03-24,VIP,True
C0618,William Nagi,bgoyal@example.net,2023-10-13,PREMIUM,True
C0619,Mitesh Mandal,hgupta@example.net,2024-11-19,VIP,True
C0620,Caleb Dayal,hnagy@example.org,2024-04-09,PREMIUM,True
C0621,Hardik Balay,jaggihredhaan@example.com,2025-12-10,VIP,True
C0622,Chandran Peri,hsuri@example.net,2024-06-13,VIP,True
C0623,Fariq Sidhu,aryasathvik@example.net,2026-03-25,PREMIUM,True
C0624,Amaira Wadhwa,patelojasvi@example.com,2023-09-08,REGULAR,True
C0625,Harrison Kashyap,modifaras@example.org,2025-10-09,PREMIUM,True
C0626,Praneel Sagar,mgupta@example.net,2023-12-17,PREMIUM,True
C0627,Neelima Thaman,tara61@example.org,2024-12-12,PREMIUM,True
C0628,Kamya Sachar,saanvipandey@example.com,2026-03-16,PREMIUM,True
C0629,Keya Kumar,mnaik@example.org,2025-01-16,REGULAR,True
C0630,Bhavani Babu,zsem@example.org,2025-09-18,REGULAR,True
C0631,Tanish Murty,chasmumahuja@example.com,2023-08-09,PREMIUM,True
C0632,Girindra Barad,yasti89@example.net,2025-06-21,VIP,True
C0633,Viraj Kunda,nachiket24@example.com,2024-10-15,PREMIUM,True
C0634,Ekta Subramanian,rattateerth@example.net,2024-03-31,VIP,True
C0635,Baljiwan Raj,mchandran@example.net,2023-11-05,PREMIUM,True
C0636,Jai Karan,nattijaya@example.com,2026-04-16,PREMIUM,True
C0637,Eiravati Zacharia,rajachatura@example.com,2025-11-30,VIP,True
C0638,Michael Bedi,etathakkar@example.net,2026-05-18,VIP,True
C0639,Tristan Sankaran,wsehgal@example.net,2024-09-29,VIP,True
C0640,Vamakshi Bawa,idivan@example.com,2025-11-04,REGULAR,True
C0641,Kalpit Deshmukh,flala@example.com,2025-07-23,REGULAR,True
C0642,Yatin Kibe,vinayarana@example.net,2023-10-26,PREMIUM,True
C0643,Odika Sampath,qushi59@example.org,2025-01-24,VIP,True
C0644,Dalaja Gara,rayaan55@example.net,2024-12-31,PREMIUM,True
C0645,Ryan Prakash,cdhingra@example.org,2024-03-05,PREMIUM,True
C0646,Bhavna Atwal,chowdhurychatura@example.org,2024-12-21,REGULAR,True
C0647,Garima Kadakia,modyshivani@example.com,2025-10-19,PREMIUM,True
C0648,Lohit Badami,samarvirk@example.com,2025-02-11,REGULAR,True
C0649,Sai Madan,kumeronkar@example.org,2023-09-27,REGULAR,True
C0650,Jagvi Chokshi,eanand@example.com,2023-08-05,PREMIUM,True
C0651,Diya Sundaram,libni36@example.net,2026-01-19,VIP,True
C0652,Anthony Baral,grewalrushil@example.net,2024-07-25,VIP,True
C0653,Andrew Palan,gauri76@example.net,2026-06-04,VIP,True
C0654,David Kurian,isha43@example.net,2025-02-27,PREMIUM,True
C0655,Maya Devan,mammenumang@example.org,2023-11-20,PREMIUM,True
C0656,Omisha Khosla,rverma@example.net,2025-12-12,VIP,True
C0657,Saumya Deep,poojamuni@example.net,2024-05-23,PREMIUM,True
C0658,Qushi Dhillon,samakshdevi@example.com,2026-04-21,PREMIUM,True
C0659,Qarin Nadkarni,eeshabir@example.net,2024-02-18,VIP,True
C0660,Saanvi Mahal,nagarodika@example.com,2024-02-28,VIP,True
C0661,Amara Kashyap,hredhaandeep@example.org,2026-01-18,REGULAR,True
C0662,Vansha Desai,vihaanbal@example.com,2025-08-25,VIP,True
C0663,Urvi Devan,lprakash@example.com,2024-03-17,PREMIUM,True
C0664,Anamika Sachar,upkaarbali@example.com,2024-06-16,PREMIUM,True
C0665,Vrishti Nair,samarthbhatti@example.org,2025-06-16,VIP,True
C0666,Dhriti Ramesh,prisharavel@example.org,2026-02-10,VIP,True
C0667,Brijesh Korpal,vermaikbal@example.com,2025-09-19,VIP,True
C0668,Ranveer Manne,jbaral@example.com,2025-05-19,VIP,True
C0669,Ojas Sami,xmodi@example.com,2024-10-06,REGULAR,True
C0670,Gautam Tella,varugheselucky@example.com,2023-12-29,PREMIUM,True
C0671,Shravya Bakshi,krishnaramaswamy@example.com,2024-04-09,PREMIUM,True
C0672,Ekiya Gade,djaggiexample.org,2024-01-14,VIP,False
C0673,Frederick Viswanathan,comarshivani@example.net,2025-02-22,REGULAR,True
C0674,Gautami Doctor,kritikarai@example.org,2024-03-14,VIP,True
C0675,Dayamai Sehgal,praneelbehl@example.com,2024-09-27,REGULAR,True
C0676,Zehaan Arora,jacobdeep@example.org,2025-06-18,REGULAR,True
C0677,Wazir Kalla,itara@example.org,2026-01-06,PREMIUM,True
C0678,Abeer Konda,asetty@example.com,2025-11-03,PREMIUM,True
C0679,Ikshita Bansal,sarthak02@example.org,2024-02-17,PREMIUM,True
C0680,Ikbal Saha,misragarima@example.org,2024-04-08,VIP,True
C0681,Balendra Chander,bhavanigoel@example.com,2024-10-13,REGULAR,True
C0682,Brinda Sinha,jyoti61@example.com,2024-02-01,VIP,True
C0683,Shaurya Kadakia,maharajforum@example.net,2026-02-11,REGULAR,True
C0684,Prisha Nadig,chopragagan@example.com,2024-08-13,VIP,True
C0685,Waida Gole,kai99@example.com,2026-02-07,VIP,True
C0686,Arjun Shroff,binahari@example.org,2026-03-04,PREMIUM,True
C0687,Gauri Palla,johaloeshi@example.com,2025-11-23,VIP,True
C0688,Aachal Bir,advayjaggi@example.net,2024-10-27,PREMIUM,True
C0689,Gauri Om,yashawini85@example.org,2025-03-13,VIP,True
C0690,Varenya Som,gillrishi@example.com,2023-08-31,PREMIUM,True
C0691,Gautami Shere,vasatikadugal@example.net,2025-04-10,PREMIUM,True
C0692,Anirudh Joshi,vermachandani@example.net,2025-12-19,PREMIUM,True
C0693,Harinakshi Prashad,irya12@example.com,2026-03-06,REGULAR,True
C0694,Darika Murty,lopagrover@,2023-08-25,REGULAR,False
C0695,Siya Mittal,odika17@example.org,2024-06-06,PREMIUM,True
C0696,George Sawhney,parth15@example.org,2025-08-31,REGULAR,True
C0697,Harini Sule,subramanianxiti@,2025-09-27,REGULAR,False
C0698,Samesh Bansal,falak21@example.net,2025-06-19,VIP,True
C0699,Chaitanya Chahal,hvig@example.org,2024-12-05,VIP,True
C0700,Arin Muni,gbatra@example.net,2026-03-25,VIP,True
C0701,Aradhana Walia,ekaniiyer@example.org,2024-11-13,REGULAR,True
C0702,Anusha Contractor,rdalal@example.org,2023-07-30,VIP,True
C0703,Anika Dhaliwal,jhaveriinaya@example.net,2026-07-05,REGULAR,True
C0704,Sachi Bedi,yash21@example.com,2024-01-25,REGULAR,True
C0705,Chatura Chadha,sinhachandresh@example.org,2025-04-29,VIP,True
C0706,Ishani Muni,tgola@example.net,2024-12-04,PREMIUM,True
C0707,Girik Sidhu,farhanshroff@example.net,2023-12-05,PREMIUM,True
C0708,Upma Kata,rmukherjee@example.net,2024-06-18,PREMIUM,True
C0709,Ganga Nair,aarnapatla@example.com,2025-06-10,PREMIUM,True
C0710,Indali Srinivas,ebalan@example.com,2025-06-22,VIP,True
C0711,Yashoda Chauhan,barkhapall@example.net,2025-03-28,VIP,True
C0712,Nandini Sachdev,nandaekavir@example.com,2024-07-11,REGULAR,True
C0713,Harini Joshi,nathansubramaniam@example.com,2026-06-19,REGULAR,True
C0714,Oscar Brahmbhatt,ksaran@example.com,2025-12-14,VIP,True
C0715,Eshana Chatterjee,lcontractor@example.net,2025-05-28,REGULAR,True
C0716,Ladli Narang,darikaravi@example.org,2025-08-12,PREMIUM,True
C0717,Manan Dixit,chanateerth@example.org,2025-06-09,REGULAR,True
C0718,Samesh Nadig,madhavi99@example.com,2024-10-14,REGULAR,True
C0719,Yashvi Raval,radhika51@example.net,2024-01-21,VIP,True
C0720,Jagrati Choudhary,david58@example.org,2024-09-17,VIP,True
C0721,Eesha Raja,keerrachana@example.net,2025-03-28,PREMIUM,True
C0722,Vaishnavi Dewan,isaran@example.org,2024-04-24,VIP,True
C0723,Jeremiah Desai,aparsa@example.org,2023-07-25,REGULAR,True
C0724,Rajeshri Deshpande,babumaanas@example.net,2023-11-15,PREMIUM,True
C0725,Pranit Sha,ojasvishah@example.net,2025-09-05,VIP,True
C0726,Quincy Samra,ysengupta@example.com,2026-01-31,VIP,True
C0727,Nirja Peri,tarawarjas@example.net,2023-08-27,VIP,True
C0728,Fariq Dhar,subramanianjyoti@example.org,2025-10-01,VIP,True
C0729,Yatan Sodhi,udyati81@example.net,2026-03-12,PREMIUM,True
C0730,Hemal Warrior,zachariadevika@example.net,2023-07-23,VIP,True
C0731,Oviya Pandit,gsetty@example.com,2024-10-06,VIP,True
C0732,Abha Bhat,oliver09@example.net,2026-03-10,VIP,True
C0733,Avi Mangat,kgara@example.org,2025-07-29,PREMIUM,True
C0734,Zayyan Deo,dateyashasvi@example.org,2026-02-17,PREMIUM,True
C0735,Owen Dora,anvi40@example.net,2026-04-25,PREMIUM,True
C0736,Warinder Sundaram,zpingle@example.org,2024-04-12,PREMIUM,True
C0737,Warhi Sachar,ozafrado@example.org,2025-02-21,PREMIUM,True
